Electricity:Facility,ElectricityProduced:Facility,Gas:Facility,DistrictCooling:Facility,DistrictHeating:Facility,District Cooling Chilled Water Rate,District Cooling Mass Flow Rate,District Cooling Inlet Temperature,District Cooling Outlet Temperature,District Heating Hot Water Rate,District Heating Mass Flow Rate,District Heating Inlet Temperature,District Heating Outlet Temperature,ElectricityProduced:Total,Electricity:Load:Total,Electricity:Grid:ToLoad,Electricity:Grid:ToBattery,Electricity:Storage:ToLoad,Electricity:Storage:ToGrid,Electricity:Storage:StateOfCharge,ElectricityProduced:Generator:Total,ElectricityProduced:Generator:ToBattery,ElectricityProduced:Generator:ToLoad,ElectricityProduced:Generator:ToGrid,ElectricityProduced:PV:Total,ElectricityProduced:PV:ToBattery,ElectricityProduced:PV:ToLoad,ElectricityProduced:PV:ToGrid,ElectricityProduced:Wind:Total,ElectricityProduced:Wind:ToBattery,ElectricityProduced:Wind:ToLoad,ElectricityProduced:Wind:ToGrid
2217.814161570581,0,2545.8974551563483,0,0,0,0,0,0,0,0,0,0,0.0,423.172,423.172,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1443.9222963843804,0,1121.297359411466,0,0,0,0,0,0,0,0,0,0,0.0,649.71,649.71,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2216.9014861716378,0,2500.157666335244,0,0,0,0,0,0,0,0,0,0,0.0,423.458,423.458,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1444.9007018430925,0,650.0475630650002,0,0,0,0,0,0,0,0,0,0,0.0,651.486,651.486,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2222.9621211004787,0,2279.124657060074,0,0,0,0,0,0,0,0,0,0,0.0,423.248,423.248,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1444.1821488921387,0,649.175717303654,0,0,0,0,0,0,0,0,0,0,0.0,656.434,656.434,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2239.844725154161,0,2172.8035595042993,0,0,0,0,0,0,0,0,0,0,0.0,855.593,855.593,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2919.405077869843,0,1696.8072547528443,0,0,0,0,0,0,0,0,0,0,0.0,1053.11,1053.11,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
3593.3711416112264,0,957.4514528813115,0,0,0,0,0,0,0,0,0,0,1.13501,1052.82,1051.68,0,0,0,0,0,0,0,0,1.13501,0,1.13501,0.0,0,0,0,0
3592.359887616905,0,815.5751265923332,0,0,0,0,0,0,0,0,0,0,5.52168,1066.23,1060.71,0,0,0,0,0,0,0,0,5.52168,0,5.52168,0.0,0,0,0,0
3638.131402543004,0,866.2590947013742,0,0,0,0,0,0,0,0,0,0,36.4584,1071.14,1034.68,0,0,0,0,0,0,0,0,36.4584,0,36.4584,0.0,0,0,0,0
3654.8715997717004,0,935.8537279890456,0,0,0,0,0,0,0,0,0,0,7.86839,1066.99,1059.12,0,0,0,0,0,0,0,0,7.86839,0,7.86839,0.0,0,0,0,0
3640.7126573118617,0,824.923556487803,0,0,0,0,0,0,0,0,0,0,5.2456,1073.18,1067.94,0,0,0,0,0,0,0,0,5.2456,0,5.2456,0.0,0,0,0,0
3661.8564284765757,0,826.9665489045974,0,0,0,0,0,0,0,0,0,0,11.2274,1071.22,1059.99,0,0,0,0,0,0,0,0,11.2274,0,11.2274,0.0,0,0,0,0
3655.1433714439186,0,826.2380143429178,0,0,0,0,0,0,0,0,0,0,0.15338,1069.91,1069.76,0,0,0,0,0,0,0,0,0.15338,0,0.15338,0.0,0,0,0,0
3650.6958678732253,0,817.0866793061489,0,0,0,0,0,0,0,0,0,0,0.0,773.616,773.616,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2639.688584165378,0,1176.3952793120175,0,0,0,0,0,0,0,0,0,0,0.0,776.47,776.47,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2649.427241975729,0,1584.6831964804485,0,0,0,0,0,0,0,0,0,0,0.0,761.895,761.895,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2599.695050018127,0,2065.2486501488415,0,0,0,0,0,0,0,0,0,0,0.0,764.351,764.351,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2608.0753706545383,0,2099.8008198464863,0,0,0,0,0,0,0,0,0,0,0.0,757.244,757.244,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2583.8234290484456,0,2079.4066282450362,0,0,0,0,0,0,0,0,0,0,0.0,759.185,759.185,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2590.4485775364733,0,2181.4859668605263,0,0,0,0,0,0,0,0,0,0,0.0,718.85,718.85,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2452.81987848814,0,2128.646402370327,0,0,0,0,0,0,0,0,0,0,0.0,425.679,425.679,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1452.4763988263765,0,1237.5768657193623,0,0,0,0,0,0,0,0,0,0,0.0,650.68,650.68,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2220.2143112978943,0,2607.4142335900665,0,0,0,0,0,0,0,0,0,0,0.0,424.296,424.296,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1447.7590036726958,0,1502.4804593964268,0,0,0,0,0,0,0,0,0,0,0.0,649.452,649.452,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2216.0231883039746,0,2886.8023003131193,0,0,0,0,0,0,0,0,0,0,0.0,423.213,423.213,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1444.0618689435178,0,1254.76278386808,0,0,0,0,0,0,0,0,0,0,0.0,649.653,649.653,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2216.7100245270162,0,2770.1128650689716,0,0,0,0,0,0,0,0,0,0,0.0,423.84,423.84,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1446.2022756062197,0,1210.8571034910487,0,0,0,0,0,0,0,0,0,0,0.0,656.937,656.937,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2241.5635950948495,0,2788.4253198188294,0,0,0,0,0,0,0,0,0,0,0.0,851.043,851.043,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2903.879967391031,0,2026.5274643465264,0,0,0,0,0,0,0,0,0,0,15.246,1052.16,1036.91,0,0,0,0,0,0,0,0,15.246,0,15.246,0.0,0,0,0,0
3590.1219612348686,0,1181.5598477101119,0,0,0,0,0,0,0,0,0,0,42.0875,1051.31,1009.23,0,0,0,0,0,0,0,0,42.0875,0,42.0875,0.0,0,0,0,0
3587.2337319739217,0,1170.5325688853256,0,0,0,0,0,0,0,0,0,0,40.2776,1059.25,1018.97,0,0,0,0,0,0,0,0,40.2776,0,40.2776,0.0,0,0,0,0
3614.303982137096,0,1125.2254742486582,0,0,0,0,0,0,0,0,0,0,42.6703,1067.96,1025.29,0,0,0,0,0,0,0,0,42.6703,0,42.6703,0.0,0,0,0,0
3644.0210304546804,0,959.3709076589969,0,0,0,0,0,0,0,0,0,0,36.8572,1068.03,1031.17,0,0,0,0,0,0,0,0,36.8572,0,36.8572,0.0,0,0,0,0
3644.2765900957925,0,897.45200627289,0,0,0,0,0,0,0,0,0,0,51.8271,1071.64,1019.81,0,0,0,0,0,0,0,0,51.8271,0,51.8271,0.0,0,0,0,0
3656.586452968521,0,952.5503655472676,0,0,0,0,0,0,0,0,0,0,57.2874,1072.27,1014.98,0,0,0,0,0,0,0,0,57.2874,0,57.2874,0.0,0,0,0,0
3658.7305760668023,0,826.2788461209517,0,0,0,0,0,0,0,0,0,0,32.6853,1068.74,1036.06,0,0,0,0,0,0,0,0,32.6853,0,32.6853,0.0,0,0,0,0
3646.704708463608,0,825.5494382002386,0,0,0,0,0,0,0,0,0,0,7.19352,770.196,763.003,0,0,0,0,0,0,0,0,7.19352,0,7.19352,0.0,0,0,0,0
2628.0186794038023,0,1497.644678859559,0,0,0,0,0,0,0,0,0,0,0.0,772.388,772.388,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2635.4971933578036,0,1814.6925826917832,0,0,0,0,0,0,0,0,0,0,0.0,760.748,760.748,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2595.780266813524,0,1914.723813173992,0,0,0,0,0,0,0,0,0,0,0.0,760.365,760.365,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2594.4725142644734,0,2166.5843021493374,0,0,0,0,0,0,0,0,0,0,0.0,753.187,753.187,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2569.9804768068548,0,2091.1383503257684,0,0,0,0,0,0,0,0,0,0,0.0,755.567,755.567,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2578.1033478220206,0,2321.9623596487513,0,0,0,0,0,0,0,0,0,0,0.0,718.807,718.807,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2452.671270201267,0,1984.1654055559568,0,0,0,0,0,0,0,0,0,0,0.0,425.615,425.615,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1452.2598869316105,0,1185.2203640957423,0,0,0,0,0,0,0,0,0,0,0.0,650.074,650.074,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2218.1437149981884,0,2980.4786811866957,0,0,0,0,0,0,0,0,0,0,0.0,423.877,423.877,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1446.3303712935246,0,1077.230379468741,0,0,0,0,0,0,0,0,0,0,0.0,650.668,650.668,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2220.1718513190312,0,2545.9961660100757,0,0,0,0,0,0,0,0,0,0,0.0,423.214,423.214,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1444.0663577777564,0,1452.370867184623,0,0,0,0,0,0,0,0,0,0,0.0,649.543,649.543,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2216.33378235539,0,3127.3442558387605,0,0,0,0,0,0,0,0,0,0,0.0,423.255,423.255,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1444.2057998527664,0,1543.3869291762956,0,0,0,0,0,0,0,0,0,0,0.0,656.195,656.195,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2239.032384041125,0,3176.1396345337753,0,0,0,0,0,0,0,0,0,0,0.0,829.398,829.398,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
2830.0250305226414,0,2380.062098807289,0,0,0,0,0,0,0,0,0,0,16.1202,1023.82,1007.7,0,0,0,0,0,0,0,0,16.1202,0,16.1202,0.0,0,0,0,0
3493.40728596412,0,1368.8578848142663,0,0,0,0,0,0,0,0,0,0,42.4402,1016.32,973.879,0,0,0,0,0,0,0,0,42.4402,0,42.4402,0.0,0,0,0,0
3467.8244502950456,0,1828.0219547439974,0,0,0,0,0,0,0,0,0,0,61.0146,1025.33,964.316,0,0,0,0,0,0,0,0,61.0146,0,61.0146,0.0,0,0,0,0
