Electricity:Facility,ElectricityProduced:Facility,Gas:Facility,DistrictCooling:Facility,DistrictHeating:Facility,District Cooling Chilled Water Rate,District Cooling Mass Flow Rate,District Cooling Inlet Temperature,District Cooling Outlet Temperature,District Heating Hot Water Rate,District Heating Mass Flow Rate,District Heating Inlet Temperature,District Heating Outlet Temperature,ElectricityProduced:Total,Electricity:Load:Total,Electricity:Grid:ToLoad,Electricity:Grid:ToBattery,Electricity:Storage:ToLoad,Electricity:Storage:ToGrid,Electricity:Storage:StateOfCharge,ElectricityProduced:Generator:Total,ElectricityProduced:Generator:ToBattery,ElectricityProduced:Generator:ToLoad,ElectricityProduced:Generator:ToGrid,ElectricityProduced:PV:Total,ElectricityProduced:PV:ToBattery,ElectricityProduced:PV:ToLoad,ElectricityProduced:PV:ToGrid,ElectricityProduced:Wind:Total,ElectricityProduced:Wind:ToBattery,ElectricityProduced:Wind:ToLoad,ElectricityProduced:Wind:ToGrid
126.50549863251142,0,384.98524185803035,0,0,0,0,0,0,0,0,0,0,0.0,27.4562,27.4562,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.68453048726082,0,27.803716333000068,0,0,0,0,0,0,0,0,0,0,0.0,30.7177,30.7177,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
104.81312611546184,0,37.56317510147665,0,0,0,0,0,0,0,0,0,0,0.0,27.4044,27.4044,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.50784579171574,0,25.042116734317766,0,0,0,0,0,0,0,0,0,0,0.0,71.4146,71.4146,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
243.67689067131843,0,689.1579873859582,0,0,0,0,0,0,0,0,0,0,0.0,62.139,62.139,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
212.02703172468824,0,150.2527004059066,0,0,0,0,0,0,0,0,0,0,0.0,74.8669,74.8669,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
255.45655959507496,0,503.9677218910401,0,0,0,0,0,0,0,0,0,0,0.0,134.546,134.546,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
459.08984783839617,0,906.6662727525551,0,0,0,0,0,0,0,0,0,0,0.0,135.94,135.94,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
463.8465381465462,0,986.0640605182301,0,0,0,0,0,0,0,0,0,0,0.322224,141.866,141.543,0,0,0,0,0,0,0,0,0.322224,0,0.322224,0.0,0,0,0,0
484.06586458857055,0,928.6055029907952,0,0,0,0,0,0,0,0,0,0,1.56758,169.022,167.454,0,0,0,0,0,0,0,0,1.56758,0,1.56758,0.0,0,0,0,0
576.7257351073652,0,951.7227398450699,0,0,0,0,0,0,0,0,0,0,10.3504,180.38,170.029,0,0,0,0,0,0,0,0,10.3504,0,10.3504,0.0,0,0,0,0
615.4811736833518,0,881.2376929654661,0,0,0,0,0,0,0,0,0,0,2.23379,172.257,170.023,0,0,0,0,0,0,0,0,2.23379,0,2.23379,0.0,0,0,0,0
587.7653532639748,0,720.3631262329462,0,0,0,0,0,0,0,0,0,0,1.4892,164.165,162.676,0,0,0,0,0,0,0,0,1.4892,0,1.4892,0.0,0,0,0,0
560.1534589497975,0,723.2881058395279,0,0,0,0,0,0,0,0,0,0,3.1874,156.062,152.875,0,0,0,0,0,0,0,0,3.1874,0,3.1874,0.0,0,0,0,0
532.5055472435532,0,817.4878041391917,0,0,0,0,0,0,0,0,0,0,0.0435438,156.059,156.016,0,0,0,0,0,0,0,0,0.0435438,0,0.0435438,0.0,0,0,0,0
532.4958059185328,0,886.9414738679714,0,0,0,0,0,0,0,0,0,0,0.0,165.848,165.848,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
565.8959161178469,0,906.2829449439771,0,0,0,0,0,0,0,0,0,0,0.0,184.886,184.886,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
630.858163845294,0,851.4220167773926,0,0,0,0,0,0,0,0,0,0,0.0,183.393,183.393,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
625.7614548502515,0,799.8190130081693,0,0,0,0,0,0,0,0,0,0,0.0,178.089,178.089,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
607.6664628231238,0,785.7025747749503,0,0,0,0,0,0,0,0,0,0,0.0,168.485,168.485,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
574.8958425081063,0,790.408765986396,0,0,0,0,0,0,0,0,0,0,0.0,163.335,163.335,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
557.3209908969613,0,887.7105435223436,0,0,0,0,0,0,0,0,0,0,0.0,114.326,114.326,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
390.09670376851994,0,914.2688072005751,0,0,0,0,0,0,0,0,0,0,0.0,80.2612,80.2612,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
273.86277361848613,0,925.5210883485236,0,0,0,0,0,0,0,0,0,0,0.0,37.0704,37.0704,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
126.48960424383844,0,385.05338245168565,0,0,0,0,0,0,0,0,0,0,0.0,27.4562,27.4562,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.68449101704451,0,35.983888372060925,0,0,0,0,0,0,0,0,0,0,0.0,30.7177,30.7177,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
104.81321945273449,0,37.56317510147665,0,0,0,0,0,0,0,0,0,0,0.0,27.4562,27.4562,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.6843288128814,0,25.042116734317766,0,0,0,0,0,0,0,0,0,0,0.0,71.3629,71.3629,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
243.50029856605084,0,688.7161185523362,0,0,0,0,0,0,0,0,0,0,0.0,62.139,62.139,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
212.02698138146732,0,150.2527004059066,0,0,0,0,0,0,0,0,0,0,0.0,74.8669,74.8669,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
255.45658949215178,0,504.03459508355866,0,0,0,0,0,0,0,0,0,0,0.0,134.559,134.559,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
459.13437999435695,0,944.866333149707,0,0,0,0,0,0,0,0,0,0,4.32825,135.997,131.669,0,0,0,0,0,0,0,0,4.32825,0,4.32825,0.0,0,0,0,0
464.04115177869903,0,990.8374595125255,0,0,0,0,0,0,0,0,0,0,11.9484,141.872,129.923,0,0,0,0,0,0,0,0,11.9484,0,11.9484,0.0,0,0,0,0
484.0861195187714,0,941.8920523659717,0,0,0,0,0,0,0,0,0,0,11.4346,169.003,157.569,0,0,0,0,0,0,0,0,11.4346,0,11.4346,0.0,0,0,0,0
576.6637937633311,0,976.1617743723482,0,0,0,0,0,0,0,0,0,0,12.1139,180.459,168.346,0,0,0,0,0,0,0,0,12.1139,0,12.1139,0.0,0,0,0,0
615.7534693766945,0,878.5063052512807,0,0,0,0,0,0,0,0,0,0,10.4636,172.256,161.793,0,0,0,0,0,0,0,0,10.4636,0,10.4636,0.0,0,0,0,0
587.7624057925847,0,733.8915717096705,0,0,0,0,0,0,0,0,0,0,14.7134,164.178,149.465,0,0,0,0,0,0,0,0,14.7134,0,14.7134,0.0,0,0,0,0
560.1995898066357,0,747.7762833782588,0,0,0,0,0,0,0,0,0,0,16.2636,156.061,139.797,0,0,0,0,0,0,0,0,16.2636,0,16.2636,0.0,0,0,0,0
532.5016434576833,0,828.2483763230416,0,0,0,0,0,0,0,0,0,0,9.27917,156.021,146.742,0,0,0,0,0,0,0,0,9.27917,0,9.27917,0.0,0,0,0,0
532.3675557820156,0,912.1309284380001,0,0,0,0,0,0,0,0,0,0,2.0422,165.857,163.814,0,0,0,0,0,0,0,0,2.0422,0,2.0422,0.0,0,0,0,0
565.9263264627251,0,931.1247589109153,0,0,0,0,0,0,0,0,0,0,0.0,184.806,184.806,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
630.5855978237877,0,884.653999338835,0,0,0,0,0,0,0,0,0,0,0.0,182.901,182.901,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
624.083903113068,0,794.4912312078264,0,0,0,0,0,0,0,0,0,0,0.0,178.089,178.089,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
607.6664628231238,0,802.5572768634555,0,0,0,0,0,0,0,0,0,0,0.0,168.486,168.486,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
574.8998812642634,0,808.7283513269214,0,0,0,0,0,0,0,0,0,0,0.0,163.395,163.395,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
557.5285907331912,0,910.0918444301386,0,0,0,0,0,0,0,0,0,0,0.0,114.314,114.314,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
390.05412706675037,0,944.8872453177919,0,0,0,0,0,0,0,0,0,0,0.0,80.2114,80.2114,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
273.692608029285,0,956.7955918918178,0,0,0,0,0,0,0,0,0,0,0.0,37.0944,37.0944,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
126.5713985656382,0,388.8198528299223,0,0,0,0,0,0,0,0,0,0,0.0,27.4334,27.4334,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.6065976628551,0,25.042116734317766,0,0,0,0,0,0,0,0,0,0,0.0,30.7177,30.7177,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
104.81312953902027,0,50.109647701380105,0,0,0,0,0,0,0,0,0,0,0.0,27.4562,27.4562,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
93.68451684871833,0,25.042116734317766,0,0,0,0,0,0,0,0,0,0,0.0,71.4146,71.4146,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
243.67680657142606,0,804.7680246309297,0,0,0,0,0,0,0,0,0,0,0.0,62.1389,62.1389,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
212.02694817710474,0,150.2527004059066,0,0,0,0,0,0,0,0,0,0,0.0,74.8152,74.8152,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
255.2800062573307,0,500.3377765325006,0,0,0,0,0,0,0,0,0,0,0.0,134.578,134.578,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
459.198311113931,0,1069.5712049445501,0,0,0,0,0,0,0,0,0,0,4.57645,136.109,131.532,0,0,0,0,0,0,0,0,4.57645,0,4.57645,0.0,0,0,0,0
464.42199715274086,0,1113.4280685737517,0,0,0,0,0,0,0,0,0,0,12.0486,141.882,129.834,0,0,0,0,0,0,0,0,12.0486,0,12.0486,0.0,0,0,0,0
484.1219186584144,0,1115.5226953792624,0,0,0,0,0,0,0,0,0,0,17.3217,168.991,151.67,0,0,0,0,0,0,0,0,17.3217,0,17.3217,0.0,0,0,0,0
576.6227857880194,0,1138.1716350477907,0,0,0,0,0,0,0,0,0,0,20.3349,180.472,160.137,0,0,0,0,0,0,0,0,20.3349,0,20.3349,0.0,0,0,0,0
615.7945467923071,0,1042.9372036955658,0,0,0,0,0,0,0,0,0,0,21.6325,172.273,150.64,0,0,0,0,0,0,0,0,21.6325,0,21.6325,0.0,0,0,0,0
587.8199469636955,0,914.3159885009095,0,0,0,0,0,0,0,0,0,0,19.6687,164.172,144.503,0,0,0,0,0,0,0,0,19.6687,0,19.6687,0.0,0,0,0,0
560.1768988545188,0,940.9826123487126,0,0,0,0,0,0,0,0,0,0,9.59269,156.041,146.449,0,0,0,0,0,0,0,0,9.59269,0,9.59269,0.0,0,0,0,0
532.4358117610933,0,1031.1416421800125,0,0,0,0,0,0,0,0,0,0,8.63908,156.036,147.397,0,0,0,0,0,0,0,0,8.63908,0,8.63908,0.0,0,0,0,0
532.4172589120244,0,1133.526150999203,0,0,0,0,0,0,0,0,0,0,1.56758,165.876,164.308,0,0,0,0,0,0,0,0,1.56758,0,1.56758,0.0,0,0,0,0
