Time,1 ZONE VAV:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 1:Des Heat Cap [W],1 ZONE VAV:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 2:Des Heat Cap [W],1 ZONE VAV:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV:DesPer 3:Des Heat Cap [W],1 ZONE VAV:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV:DesPer 3:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 1:Des Heat Cap [W],1 ZONE VAV 1:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 2:Des Heat Cap [W],1 ZONE VAV 1:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV 1:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV 1:DesPer 3:Des Heat Cap [W],1 ZONE VAV 1:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV 1:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV 1:DesPer 3:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 1:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 1:Des Heat Cap [W],1 ZONE VAV 2:DesPer 1:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 1:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 1:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 2:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 2:Des Heat Cap [W],1 ZONE VAV 2:DesPer 2:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 2:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 2:Des Tot Cool Cap [W],1 ZONE VAV 2:DesPer 3:Des Heat Mass Flow [kg/s],1 ZONE VAV 2:DesPer 3:Des Heat Cap [W],1 ZONE VAV 2:DesPer 3:Des Cool Mass Flow [kg/s],1 ZONE VAV 2:DesPer 3:Des Sens Cool Cap [W],1 ZONE VAV 2:DesPer 3:Des Tot Cool Cap [W]
11:00:00,2.073266E+01,0.000000E+00,2.319901E+01,3.480109E+05,6.207447E+05,2.073266E+01,0.000000E+00,2.281537E+01,2.916454E+05,7.790379E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.547397E+01,7.082898E+05,1.035788E+06,2.073266E+01,0.000000E+00,5.469114E+01,6.474549E+05,1.196664E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.491357E+01,9.251659E+05,1.314092E+06,2.073266E+01,0.000000E+00,7.129189E+01,8.325156E+05,1.489321E+06,2.987744E+01,5.292909E+05,2.073266E+01,0.000000E+00,0.000000E+00
12:00:00,2.073266E+01,0.000000E+00,2.311958E+01,3.664902E+05,6.361501E+05,2.073266E+01,0.000000E+00,2.275965E+01,3.103905E+05,7.952765E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.565692E+01,7.296005E+05,1.044558E+06,2.073266E+01,0.000000E+00,5.489889E+01,6.690329E+05,1.205328E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.424682E+01,9.368857E+05,1.318412E+06,2.073266E+01,0.000000E+00,7.070692E+01,8.450676E+05,1.494545E+06,3.026563E+01,5.261163E+05,2.073266E+01,0.000000E+00,0.000000E+00
13:00:00,2.073266E+01,0.000000E+00,2.180363E+01,3.673096E+05,6.324870E+05,2.073266E+01,0.000000E+00,2.144450E+01,3.112188E+05,7.917532E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.323999E+01,7.181246E+05,1.030438E+06,2.073266E+01,0.000000E+00,5.248833E+01,6.576276E+05,1.191170E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.250413E+01,9.328666E+05,1.316095E+06,2.073266E+01,0.000000E+00,6.897833E+01,8.411772E+05,1.494288E+06,2.896140E+01,5.370423E+05,2.073266E+01,0.000000E+00,0.000000E+00
14:00:00,2.073266E+01,0.000000E+00,2.260554E+01,3.859476E+05,6.545522E+05,2.073266E+01,0.000000E+00,2.224110E+01,3.297971E+05,8.136640E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.262430E+01,7.209426E+05,1.036939E+06,2.073266E+01,0.000000E+00,5.187602E+01,6.604828E+05,1.198068E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.244187E+01,9.418153E+05,1.328500E+06,2.073266E+01,0.000000E+00,6.893027E+01,8.502610E+05,1.508727E+06,2.832578E+01,5.423602E+05,2.073266E+01,0.000000E+00,0.000000E+00
15:00:00,2.073266E+01,0.000000E+00,2.361116E+01,3.971671E+05,6.697575E+05,2.073266E+01,0.000000E+00,2.324310E+01,3.409763E+05,8.288300E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.232830E+01,7.176273E+05,1.033910E+06,2.073266E+01,0.000000E+00,5.158321E+01,6.572018E+05,1.195133E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.246197E+01,9.420075E+05,1.328305E+06,2.073266E+01,0.000000E+00,6.895376E+01,8.504746E+05,1.508402E+06,2.783260E+01,5.464852E+05,2.073266E+01,0.000000E+00,0.000000E+00
16:00:00,2.073266E+01,0.000000E+00,2.428099E+01,3.930129E+05,6.671257E+05,2.073266E+01,0.000000E+00,2.391271E+01,3.368199E+05,8.262293E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.195795E+01,7.018630E+05,1.016810E+06,2.073266E+01,0.000000E+00,5.121659E+01,6.414787E+05,1.177944E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.181872E+01,9.231954E+05,1.307142E+06,2.073266E+01,0.000000E+00,6.830740E+01,8.316263E+05,1.486007E+06,2.742351E+01,5.499042E+05,2.073266E+01,0.000000E+00,0.000000E+00
17:00:00,2.073266E+01,0.000000E+00,2.442868E+01,3.791605E+05,6.525935E+05,2.073266E+01,0.000000E+00,2.406202E+01,3.229855E+05,8.116814E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.136343E+01,6.797286E+05,9.934092E+05,2.073266E+01,0.000000E+00,5.062586E+01,6.193869E+05,1.154430E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,7.061484E+01,8.942682E+05,1.275804E+06,2.073266E+01,0.000000E+00,6.709819E+01,8.026483E+05,1.453405E+06,2.708327E+01,5.527465E+05,2.073266E+01,0.000000E+00,0.000000E+00
18:00:00,2.073266E+01,0.000000E+00,2.376970E+01,3.524342E+05,6.230566E+05,2.073266E+01,0.000000E+00,2.340832E+01,2.963181E+05,7.820504E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.025895E+01,6.480298E+05,9.599904E+05,2.073266E+01,0.000000E+00,4.952688E+01,5.877506E+05,1.120852E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,6.850082E+01,8.513184E+05,1.229101E+06,2.073266E+01,0.000000E+00,6.497871E+01,7.596537E+05,1.404742E+06,2.679988E+01,5.551138E+05,2.073266E+01,0.000000E+00,0.000000E+00
19:00:00,2.073266E+01,0.000000E+00,2.197928E+01,3.033949E+05,5.679679E+05,2.073266E+01,0.000000E+00,2.162980E+01,2.474116E+05,7.267533E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,4.831912E+01,5.973221E+05,9.062344E+05,2.073266E+01,0.000000E+00,4.759626E+01,5.371475E+05,1.066806E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,6.477308E+01,7.806846E+05,1.151460E+06,2.073266E+01,0.000000E+00,6.124482E+01,6.889792E+05,1.323374E+06,2.656567E+01,5.570705E+05,2.073266E+01,0.000000E+00,0.000000E+00
20:00:00,2.073266E+01,0.000000E+00,2.073266E+01,2.681721E+05,5.284197E+05,2.073266E+01,0.000000E+00,2.073266E+01,2.160886E+05,6.919232E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,4.561395E+01,5.458245E+05,8.509293E+05,2.073266E+01,0.000000E+00,4.490949E+01,4.858579E+05,1.011228E+06,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,6.021692E+01,7.085647E+05,1.071904E+06,2.073266E+01,0.000000E+00,5.669689E+01,6.169860E+05,1.239898E+06,2.636889E+01,5.587145E+05,2.073266E+01,0.000000E+00,0.000000E+00
21:00:00,2.073266E+01,0.000000E+00,2.073266E+01,2.507345E+05,5.105518E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.986510E+05,6.736307E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,4.399150E+01,5.102842E+05,8.141038E+05,2.073266E+01,0.000000E+00,4.329778E+01,4.504390E+05,9.740482E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.746684E+01,6.604619E+05,1.022074E+06,2.073266E+01,0.000000E+00,5.394536E+01,5.688886E+05,1.188722E+06,2.620339E+01,5.600971E+05,2.073266E+01,0.000000E+00,0.000000E+00
22:00:00,2.073266E+01,0.000000E+00,2.073266E+01,2.332970E+05,4.926842E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.812135E+05,6.086163E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,2.073266E+01,2.332970E+05,4.926842E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.812135E+05,6.086163E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.534064E+01,6.196329E+05,9.823213E+05,2.073266E+01,0.000000E+00,5.175235E+01,5.274507E+05,1.093686E+06,2.614285E+01,5.605344E+05,2.073266E+01,0.000000E+00,0.000000E+00
23:00:00,2.073266E+01,0.000000E+00,2.073266E+01,2.197344E+05,4.787871E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.676509E+05,5.596029E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,2.073266E+01,2.197344E+05,4.787871E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.676509E+05,5.596029E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.378001E+01,5.886007E+05,9.486641E+05,2.073266E+01,0.000000E+00,5.020838E+01,4.966035E+05,1.016949E+06,2.599494E+01,5.617721E+05,2.073266E+01,0.000000E+00,0.000000E+00
24:00:00,2.073266E+01,0.000000E+00,2.073266E+01,2.061719E+05,4.648900E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.540884E+05,5.118984E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,2.073266E+01,2.061719E+05,4.648900E+05,2.073266E+01,0.000000E+00,2.073266E+01,1.540884E+05,5.118984E+05,2.073266E+01,6.057887E+05,2.073266E+01,0.000000E+00,0.000000E+00,2.073266E+01,0.000000E+00,5.240597E+01,5.596305E+05,9.162375E+05,2.073266E+01,0.000000E+00,4.884750E+01,4.677691E+05,9.461637E+05,2.586612E+01,5.628660E+05,2.073266E+01,0.000000E+00,0.000000E+00
Coinc Peak   ,2.073266E+01,3.109669E+01,6.057887E+05,4.121795E+05,2.073266E+01,5.875034E+01,6.057887E+05,7.362202E+05,3.680224E+01,8.327787E+01,6.057887E+05,1.025032E+06
NonCoinc Peak,2.073266E+01,3.109669E+01,6.057887E+05,4.121795E+05,2.073266E+01,5.875034E+01,6.057887E+05,7.362202E+05,3.680224E+01,8.327787E+01,6.057887E+05,1.025032E+06
