Time,BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 1 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 2 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BUILDING STORY 3 THERMALZONE:BUFFALO NIAGARA INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
01:00:00,5.529509E+04,1.012433E+05,2.853950E+00,8.840133E+00,6.233057E+03,7.384856E+05,3.216805E-01,6.450280E+01,4.308382E+05,2.379889E+05,1.455457E+01,2.310378E+01
02:00:00,5.529509E+04,1.005927E+05,2.853950E+00,8.783337E+00,6.233062E+03,7.364678E+05,3.216807E-01,6.432667E+01,4.308382E+05,2.318894E+05,1.455457E+01,2.251175E+01
03:00:00,5.529509E+04,1.000401E+05,2.853949E+00,8.735087E+00,6.233066E+03,7.349093E+05,3.216810E-01,6.419064E+01,4.308382E+05,2.271942E+05,1.455457E+01,2.205609E+01
04:00:00,5.529509E+04,9.951154E+04,2.853949E+00,8.688938E+00,6.233071E+03,7.335422E+05,3.216812E-01,6.407131E+01,4.308382E+05,2.229426E+05,1.455457E+01,2.164348E+01
05:00:00,5.529509E+04,9.905641E+04,2.853949E+00,8.649199E+00,6.233075E+03,7.324794E+05,3.216814E-01,6.397854E+01,4.308382E+05,2.197927E+05,1.455457E+01,2.133775E+01
06:00:00,5.529509E+04,1.051085E+05,2.853949E+00,9.177644E+00,6.233079E+03,7.407957E+05,3.216816E-01,6.470497E+01,4.308382E+05,2.278363E+05,1.455457E+01,2.211871E+01
07:00:00,5.529509E+04,1.181559E+05,2.853949E+00,1.031695E+01,6.233082E+03,7.581199E+05,3.216818E-01,6.621834E+01,4.308382E+05,2.490097E+05,1.455457E+01,2.417507E+01
08:00:00,5.529509E+04,1.305408E+05,2.853949E+00,1.139844E+01,6.233085E+03,7.754717E+05,3.216820E-01,6.773418E+01,4.308382E+05,2.792031E+05,1.455457E+01,2.710791E+01
09:00:00,5.529509E+04,1.394423E+05,2.853949E+00,1.217572E+01,6.233089E+03,7.898058E+05,3.216821E-01,6.898622E+01,4.308382E+05,3.108126E+05,1.455457E+01,3.017826E+01
10:00:00,5.529509E+04,1.438724E+05,2.853949E+00,1.256248E+01,6.233092E+03,7.987589E+05,3.216823E-01,6.976807E+01,4.308382E+05,3.395334E+05,1.455457E+01,3.296735E+01
11:00:00,5.529509E+04,1.434339E+05,2.853949E+00,1.252410E+01,6.233094E+03,8.013918E+05,3.216824E-01,6.999775E+01,4.308382E+05,3.633531E+05,1.455457E+01,3.527969E+01
12:00:00,5.529509E+04,1.395950E+05,2.853949E+00,1.218881E+01,6.233097E+03,7.991030E+05,3.216826E-01,6.979752E+01,4.308382E+05,3.803516E+05,1.455457E+01,3.692929E+01
13:00:00,5.529509E+04,1.388317E+05,2.853949E+00,1.212210E+01,6.233099E+03,7.995082E+05,3.216827E-01,6.983263E+01,4.308383E+05,3.986643E+05,1.455457E+01,3.870629E+01
14:00:00,5.529509E+04,1.415354E+05,2.853949E+00,1.235817E+01,6.233102E+03,8.031851E+05,3.216828E-01,7.015367E+01,4.308383E+05,4.109517E+05,1.455457E+01,3.989875E+01
15:00:00,5.529508E+04,1.438268E+05,2.853949E+00,1.255828E+01,6.233104E+03,8.061158E+05,3.216829E-01,7.040965E+01,4.308383E+05,4.131647E+05,1.455457E+01,4.011292E+01
16:00:00,5.529508E+04,1.450494E+05,2.853949E+00,1.266505E+01,6.233106E+03,8.077016E+05,3.216830E-01,7.054814E+01,4.308383E+05,4.008166E+05,1.455457E+01,3.891314E+01
17:00:00,5.529508E+04,1.446138E+05,2.853949E+00,1.262700E+01,6.233108E+03,8.072276E+05,3.216831E-01,7.050668E+01,4.308383E+05,3.845872E+05,1.455457E+01,3.733625E+01
18:00:00,5.529508E+04,1.402853E+05,2.853949E+00,1.224904E+01,6.233110E+03,8.017095E+05,3.216832E-01,7.002463E+01,4.308383E+05,3.642104E+05,1.455457E+01,3.535732E+01
19:00:00,5.529508E+04,1.305924E+05,2.853949E+00,1.140267E+01,6.233112E+03,7.884492E+05,3.216833E-01,6.886630E+01,4.308383E+05,3.359168E+05,1.455457E+01,3.261014E+01
20:00:00,5.529508E+04,1.138688E+05,2.853949E+00,9.942412E+00,6.233113E+03,7.667698E+05,3.216834E-01,6.697257E+01,4.308383E+05,3.027970E+05,1.455457E+01,2.939436E+01
21:00:00,5.529508E+04,1.063221E+05,2.853949E+00,9.283422E+00,6.233115E+03,7.554544E+05,3.216835E-01,6.598408E+01,4.308383E+05,2.824277E+05,1.455457E+01,2.741640E+01
22:00:00,5.529508E+04,1.040344E+05,2.853949E+00,9.083700E+00,6.233116E+03,7.490762E+05,3.216835E-01,6.542718E+01,4.308383E+05,2.674760E+05,1.455457E+01,2.596532E+01
23:00:00,5.529508E+04,1.029306E+05,2.853949E+00,8.987379E+00,6.233118E+03,7.446914E+05,3.216836E-01,6.504446E+01,4.308383E+05,2.562256E+05,1.455457E+01,2.487365E+01
24:00:00,5.529508E+04,1.020256E+05,2.853949E+00,8.908407E+00,6.233119E+03,7.412177E+05,3.216837E-01,6.474128E+01,4.308383E+05,2.462924E+05,1.455457E+01,2.390972E+01
Peak,5.529509E+04,1.450494E+05,2.853950E+00,1.266505E+01,6.233119E+03,8.077016E+05,3.216837E-01,7.054814E+01,4.308383E+05,4.131647E+05,1.455457E+01,4.011292E+01

Peak Vol Flow (m3/s),,,2.431117E+00,1.078863E+01,,,2.740240E-01,6.009593E+01,,,1.239821E+01,3.416991E+01
