Electricity:Facility,ElectricityProduced:Facility,Gas:Facility,DistrictCooling:Facility,DistrictHeating:Facility,District Cooling Chilled Water Rate,District Cooling Mass Flow Rate,District Cooling Inlet Temperature,District Cooling Outlet Temperature,District Heating Hot Water Rate,District Heating Mass Flow Rate,District Heating Inlet Temperature,District Heating Outlet Temperature,ElectricityProduced:Total,Electricity:Load:Total,Electricity:Grid:ToLoad,Electricity:Grid:ToBattery,Electricity:Storage:ToLoad,Electricity:Storage:ToGrid,Electricity:Storage:StateOfCharge,ElectricityProduced:Generator:Total,ElectricityProduced:Generator:ToBattery,ElectricityProduced:Generator:ToLoad,ElectricityProduced:Generator:ToGrid,ElectricityProduced:PV:Total,ElectricityProduced:PV:ToBattery,ElectricityProduced:PV:ToLoad,ElectricityProduced:PV:ToGrid,ElectricityProduced:Wind:Total,ElectricityProduced:Wind:ToBattery,ElectricityProduced:Wind:ToLoad,ElectricityProduced:Wind:ToGrid
644.1946534527524,0,379.3465919543196,0,0,0,0,0,0,0,0,0,0,0.0,148.457,148.457,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,188.04,188.04,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
641.6204547538944,0,537.8021493667368,0,0,0,0,0,0,0,0,0,0,0.0,148.457,148.457,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,181.773,181.773,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
620.2349177345053,0,315.48414224680005,0,0,0,0,0,0,0,0,0,0,0.0,208.719,208.719,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
712.1802444570378,0,308.5327322850558,0,0,0,0,0,0,0,0,0,0,0.0,225.588,225.588,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
769.7393860981067,0,997.2687924741542,0,0,0,0,0,0,0,0,0,0,0.0,275.383,275.383,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
939.6459909329662,0,1966.6317335123972,0,0,0,0,0,0,0,0,0,0,0.0,524.401,524.401,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1789.3297588982343,0,1369.7886282188163,0,0,0,0,0,0,0,0,0,0,1.0088,524.298,523.289,0,0,0,0,0,0,0,0,1.0088,0,1.0088,0.0,0,0,0,0
1788.9796041523687,0,1179.8061577701733,0,0,0,0,0,0,0,0,0,0,4.90767,524.289,519.381,0,0,0,0,0,0,0,0,4.90767,0,4.90767,0.0,0,0,0,0
1788.9482109274797,0,1176.7179193677853,0,0,0,0,0,0,0,0,0,0,32.4042,543.887,511.483,0,0,0,0,0,0,0,0,32.4042,0,32.4042,0.0,0,0,0,0
1855.8212742998605,0,1263.7342082820744,0,0,0,0,0,0,0,0,0,0,6.99343,519.434,512.441,0,0,0,0,0,0,0,0,6.99343,0,6.99343,0.0,0,0,0,0
1772.3845052214951,0,1198.352855580322,0,0,0,0,0,0,0,0,0,0,4.66229,524.213,519.551,0,0,0,0,0,0,0,0,4.66229,0,4.66229,0.0,0,0,0,0
1788.6902181130984,0,1057.7170039495095,0,0,0,0,0,0,0,0,0,0,9.97893,524.183,514.204,0,0,0,0,0,0,0,0,9.97893,0,9.97893,0.0,0,0,0,0
1788.5872608896316,0,933.395314547272,0,0,0,0,0,0,0,0,0,0,0.136324,524.213,524.076,0,0,0,0,0,0,0,0,0.136324,0,0.136324,0.0,0,0,0,0
1788.6884197706208,0,1010.3263810473384,0,0,0,0,0,0,0,0,0,0,0.0,551.834,551.834,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1882.934575602805,0,1036.5192008816941,0,0,0,0,0,0,0,0,0,0,0.0,342.385,342.385,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
1168.2659253753861,0,1239.1790592870734,0,0,0,0,0,0,0,0,0,0,0.0,285.509,285.509,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0
