Electricity:Facility,ElectricityProduced:Facility,Gas:Facility,DistrictCooling:Facility,DistrictHeating:Facility,District Cooling Chilled Water Rate,District Cooling Mass Flow Rate,District Cooling Inlet Temperature,District Cooling Outlet Temperature,District Heating Hot Water Rate,District Heating Mass Flow Rate,District Heating Inlet Temperature,District Heating Outlet Temperature
23.041413863667938,0,59.15202131911141,0,0,0,0,0,0,0,0,0,0
22.399058412806074,0,62.80751182032258,0,0,0,0,0,0,0,0,0,0
22.06888434927028,0,59.99409625126351,0,0,0,0,0,0,0,0,0,0
21.89299104611861,0,53.2309208473177,0,0,0,0,0,0,0,0,0,0
22.698006987316177,0,59.06540002931055,0,0,0,0,0,0,0,0,0,0
24.8847488958055,0,50.29012984741955,0,0,0,0,0,0,0,0,0,0
56.83180910667451,0,52.681978952815065,0,0,0,0,0,0,0,0,0,0
45.597780082346574,0,53.33069118420729,0,0,0,0,0,0,0,0,0,0
50.051909202671695,0,54.03817749176697,0,0,0,0,0,0,0,0,0,0
36.51955583906717,0,48.593158674124616,0,0,0,0,0,0,0,0,0,0
49.85905498016736,0,47.8117376982691,0,0,0,0,0,0,0,0,0,0
36.555750084985256,0,47.44299912840539,0,0,0,0,0,0,0,0,0,0
28.16956673601233,0,41.50032988590821,0,0,0,0,0,0,0,0,0,0
30.898225427428482,0,41.619681498773716,0,0,0,0,0,0,0,0,0,0
35.380130637364246,0,42.121616056888335,0,0,0,0,0,0,0,0,0,0
36.57404781591467,0,46.46925416837363,0,0,0,0,0,0,0,0,0,0
40.05783483694871,0,47.14334153913557,0,0,0,0,0,0,0,0,0,0
51.61512135571042,0,47.3790858737418,0,0,0,0,0,0,0,0,0,0
53.18183503199455,0,51.28662117498106,0,0,0,0,0,0,0,0,0,0
66.2511137277787,0,50.49679033962114,0,0,0,0,0,0,0,0,0,0
52.16611231002622,0,49.81014005485754,0,0,0,0,0,0,0,0,0,0
49.2713939287689,0,52.78060384922238,0,0,0,0,0,0,0,0,0,0
44.87999378997856,0,60.751843022734555,0,0,0,0,0,0,0,0,0,0
28.649636824896646,0,61.96904131655852,0,0,0,0,0,0,0,0,0,0
35.01296631843671,0,61.83438227565601,0,0,0,0,0,0,0,0,0,0
22.419088597618618,0,71.96039700046028,0,0,0,0,0,0,0,0,0,0
22.085646299202168,0,67.42895210106803,0,0,0,0,0,0,0,0,0,0
21.920682662194338,0,66.41958278705667,0,0,0,0,0,0,0,0,0,0
22.711478994948166,0,64.60835307754272,0,0,0,0,0,0,0,0,0,0
24.90948356244938,0,62.61515128806805,0,0,0,0,0,0,0,0,0,0
56.85507298874066,0,62.321437376478045,0,0,0,0,0,0,0,0,0,0
45.07756872901421,0,60.072038192726524,0,0,0,0,0,0,0,0,0,0
50.60035027928056,0,58.662792217538495,0,0,0,0,0,0,0,0,0,0
36.53516911955583,0,56.10053414492946,0,0,0,0,0,0,0,0,0,0
40.72005689811766,0,51.959519987335334,0,0,0,0,0,0,0,0,0,0
40.92348857705318,0,45.50076160756942,0,0,0,0,0,0,0,0,0,0
27.92114975379139,0,45.21361673510377,0,0,0,0,0,0,0,0,0,0
35.65998416401837,0,47.02174593501222,0,0,0,0,0,0,0,0,0,0
35.388159402647524,0,46.52169702593392,0,0,0,0,0,0,0,0,0,0
36.580035639180494,0,49.43826814636582,0,0,0,0,0,0,0,0,0,0
40.065776482033904,0,51.14403798136245,0,0,0,0,0,0,0,0,0,0
51.6228097313246,0,50.8749779226233,0,0,0,0,0,0,0,0,0,0
53.17737380226707,0,47.62155004305235,0,0,0,0,0,0,0,0,0,0
66.25692154172866,0,52.34157607374893,0,0,0,0,0,0,0,0,0,0
52.168417376692354,0,50.36562888026056,0,0,0,0,0,0,0,0,0,0
49.278657903140974,0,56.23186443641128,0,0,0,0,0,0,0,0,0,0
44.87806791244033,0,59.37412384254869,0,0,0,0,0,0,0,0,0,0
28.65070094581467,0,62.732917752699514,0,0,0,0,0,0,0,0,0,0
26.483898328712755,0,71.76045168255808,0,0,0,0,0,0,0,0,0,0
30.90735366408582,0,64.88808854839033,0,0,0,0,0,0,0,0,0,0
22.07982565787896,0,65.41686464603795,0,0,0,0,0,0,0,0,0,0
21.93556617780726,0,73.56124894305161,0,0,0,0,0,0,0,0,0,0
22.73813223500892,0,76.44937743775638,0,0,0,0,0,0,0,0,0,0
24.93631687334556,0,74.48039397424347,0,0,0,0,0,0,0,0,0,0
56.88777518371263,0,75.03137840364091,0,0,0,0,0,0,0,0,0,0
45.10678701391268,0,72.28211960174642,0,0,0,0,0,0,0,0,0,0
50.6226917986995,0,67.15055557006762,0,0,0,0,0,0,0,0,0,0
36.5767201177327,0,74.96306168377774,0,0,0,0,0,0,0,0,0,0
36.736080381277645,0,69.3869607217602,0,0,0,0,0,0,0,0,0,0
39.38912207208793,0,63.65804967393208,0,0,0,0,0,0,0,0,0,0
