Electricity:Facility,ElectricityProduced:Facility,Gas:Facility,DistrictCooling:Facility,DistrictHeating:Facility,District Cooling Chilled Water Rate,District Cooling Mass Flow Rate,District Cooling Inlet Temperature,District Cooling Outlet Temperature,District Heating Hot Water Rate,District Heating Mass Flow Rate,District Heating Inlet Temperature,District Heating Outlet Temperature
644.1946534527524,0,379.3465919543196,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
641.6204547538944,0,537.8021493667368,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
620.2349177345053,0,315.48414224680005,0,0,0,0,0,0,0,0,0,0
712.1802444570378,0,308.5327322850558,0,0,0,0,0,0,0,0,0,0
769.7393860981067,0,997.2687924741542,0,0,0,0,0,0,0,0,0,0
939.6459909329662,0,1966.6317335123972,0,0,0,0,0,0,0,0,0,0
1789.3297588982343,0,1369.7886282188163,0,0,0,0,0,0,0,0,0,0
1788.9796041523687,0,1179.8061577701733,0,0,0,0,0,0,0,0,0,0
1788.9482109274797,0,1176.7179193677853,0,0,0,0,0,0,0,0,0,0
1855.8212742998605,0,1263.7342082820744,0,0,0,0,0,0,0,0,0,0
1772.3845052214951,0,1198.352855580322,0,0,0,0,0,0,0,0,0,0
1788.6902181130984,0,1057.7170039495095,0,0,0,0,0,0,0,0,0,0
1788.5872608896316,0,933.395314547272,0,0,0,0,0,0,0,0,0,0
1788.6884197706208,0,1010.3263810473384,0,0,0,0,0,0,0,0,0,0
1882.934575602805,0,1036.5192008816941,0,0,0,0,0,0,0,0,0,0
1168.2659253753861,0,1239.1790592870734,0,0,0,0,0,0,0,0,0,0
974.1968768731851,0,921.5414614491864,0,0,0,0,0,0,0,0,0,0
790.7939991281031,0,60.012999385608765,0,0,0,0,0,0,0,0,0,0
869.9999119113091,0,1072.3777638912934,0,0,0,0,0,0,0,0,0,0
691.603689156253,0,40.53154699018326,0,0,0,0,0,0,0,0,0,0
677.4937094498301,0,248.39731856594827,0,0,0,0,0,0,0,0,0,0
513.0997030841962,0,27.208010594091434,0,0,0,0,0,0,0,0,0,0
644.208086456098,0,401.4793362175745,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,6.8456570721539,0,0,0,0,0,0,0,0,0,0
622.8688475673563,0,951.6831012023133,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
629.6470708783677,0,726.861200511202,0,0,0,0,0,0,0,0,0,0
712.2802132368062,0,261.11685027466103,0,0,0,0,0,0,0,0,0,0
735.4293429250632,0,1079.0486124591034,0,0,0,0,0,0,0,0,0,0
940.0711440586518,0,2160.7049409530846,0,0,0,0,0,0,0,0,0,0
1790.0760901656367,0,1728.3504659263128,0,0,0,0,0,0,0,0,0,0
1789.7206322348447,0,1548.5533410943785,0,0,0,0,0,0,0,0,0,0
1789.497778623286,0,1457.372270473618,0,0,0,0,0,0,0,0,0,0
1855.9299465416755,0,1298.848486184172,0,0,0,0,0,0,0,0,0,0
1772.628858248087,0,1351.8344137160875,0,0,0,0,0,0,0,0,0,0
1789.0956131989285,0,1313.5491902993872,0,0,0,0,0,0,0,0,0,0
1788.8938752282581,0,1137.923057697199,0,0,0,0,0,0,0,0,0,0
1788.8665894380947,0,1113.509410429927,0,0,0,0,0,0,0,0,0,0
1883.1714602507532,0,1187.6773433006128,0,0,0,0,0,0,0,0,0,0
1168.5478585247995,0,1390.159413941214,0,0,0,0,0,0,0,0,0,0
965.8397733956516,0,749.8963405843979,0,0,0,0,0,0,0,0,0,0
790.7939991281031,0,53.99057016119942,0,0,0,0,0,0,0,0,0,0
869.4741383715561,0,1086.132395921642,0,0,0,0,0,0,0,0,0,0
691.603689156253,0,36.0408591491746,0,0,0,0,0,0,0,0,0,0
680.964267036688,0,205.6948282937044,0,0,0,0,0,0,0,0,0,0
513.0997030841962,0,23.23101407453679,0,0,0,0,0,0,0,0,0,0
644.6140189595243,0,669.0935895676342,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
642.3886378986631,0,479.540954594924,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
615.48331983315,0,1013.0785410277514,0,0,0,0,0,0,0,0,0,0
793.2837693648607,0,525.0214157667061,0,0,0,0,0,0,0,0,0,0
713.6305021853154,0,1090.3111885501473,0,0,0,0,0,0,0,0,0,0
941.1570075813802,0,2614.6312944236447,0,0,0,0,0,0,0,0,0,0
1791.1026079378917,0,2114.484873293391,0,0,0,0,0,0,0,0,0,0
1791.2142143190454,0,2117.0868710539426,0,0,0,0,0,0,0,0,0,0
1791.035787819159,0,2035.6977412122872,0,0,0,0,0,0,0,0,0,0
1857.7320317833164,0,2027.8297082194679,0,0,0,0,0,0,0,0,0,0
1774.4297582784213,0,2051.9880144500694,0,0,0,0,0,0,0,0,0,0
1791.1431110854835,0,2122.0103114834283,0,0,0,0,0,0,0,0,0,0
1790.9761747851835,0,1985.1828254363256,0,0,0,0,0,0,0,0,0,0
1790.7919606095184,0,1926.3027218996015,0,0,0,0,0,0,0,0,0,0
1885.2206334755876,0,2011.592572858559,0,0,0,0,0,0,0,0,0,0
1170.869536103425,0,2208.735385655134,0,0,0,0,0,0,0,0,0,0
966.990481526385,0,943.8528925334125,0,0,0,0,0,0,0,0,0,0
790.7939991281031,0,57.48689567585364,0,0,0,0,0,0,0,0,0,0
858.5287571896499,0,1043.5112327245993,0,0,0,0,0,0,0,0,0,0
810.8996621841999,0,196.87627343918476,0,0,0,0,0,0,0,0,0,0
672.9746253674848,0,277.2321680775629,0,0,0,0,0,0,0,0,0,0
513.0997030841962,0,31.026420524262075,0,0,0,0,0,0,0,0,0,0
643.1029042940678,0,816.478450794587,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
641.1640771151186,0,649.3615904379825,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,6.845663779665485,0,0,0,0,0,0,0,0,0,0
629.1290528898174,0,934.3301032992621,0,0,0,0,0,0,0,0,0,0
873.1645952610793,0,959.8808550498404,0,0,0,0,0,0,0,0,0,0
714.7022925228371,0,1082.8302362632362,0,0,0,0,0,0,0,0,0,0
945.451954927283,0,3663.743687424493,0,0,0,0,0,0,0,0,0,0
1794.1055222090931,0,2747.424494198284,0,0,0,0,0,0,0,0,0,0
1792.3518225704581,0,2347.687836248019,0,0,0,0,0,0,0,0,0,0
1791.5146299551823,0,2143.5453757184096,0,0,0,0,0,0,0,0,0,0
1857.985207320654,0,2101.5755274002163,0,0,0,0,0,0,0,0,0,0
1774.806890791946,0,2175.0900068510896,0,0,0,0,0,0,0,0,0,0
1790.9950582418123,0,2060.7487295285578,0,0,0,0,0,0,0,0,0,0
1791.1533299557384,0,2067.5743180271215,0,0,0,0,0,0,0,0,0,0
1791.2895319717447,0,2103.0140226488716,0,0,0,0,0,0,0,0,0,0
1885.709012881732,0,2176.1993083620146,0,0,0,0,0,0,0,0,0,0
1170.9984990853484,0,2310.7733391654388,0,0,0,0,0,0,0,0,0,0
954.5700796338377,0,1016.2687917948035,0,0,0,0,0,0,0,0,0,0
790.7939991281031,0,61.3044452069194,0,0,0,0,0,0,0,0,0,0
785.3520062295036,0,1110.7635550004734,0,0,0,0,0,0,0,0,0,0
691.603689156253,0,40.6306804529546,0,0,0,0,0,0,0,0,0,0
657.1407958185572,0,1029.7506040773346,0,0,0,0,0,0,0,0,0,0
513.0997030841962,0,28.29164521668164,0,0,0,0,0,0,0,0,0,0
607.2356827664252,0,994.647898715555,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,6.845602045734038,0,0,0,0,0,0,0,0,0,0
584.9958373184311,0,1001.9042371119925,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
589.9530853890705,0,1013.1144701684553,0,0,0,0,0,0,0,0,0,0
865.911433994206,0,1150.979869547291,0,0,0,0,0,0,0,0,0,0
686.6974346556821,0,1071.5003735053617,0,0,0,0,0,0,0,0,0,0
942.610381203751,0,3174.8497736693666,0,0,0,0,0,0,0,0,0,0
1791.9469948794701,0,2454.4392547903453,0,0,0,0,0,0,0,0,0,0
1791.403355113401,0,2214.3748188758727,0,0,0,0,0,0,0,0,0,0
1790.801279004042,0,1960.419074580143,0,0,0,0,0,0,0,0,0,0
1857.3300575011601,0,1897.753834752185,0,0,0,0,0,0,0,0,0,0
1773.894680321117,0,1885.5525245717486,0,0,0,0,0,0,0,0,0,0
1790.6495674316247,0,1925.99402254109,0,0,0,0,0,0,0,0,0,0
1790.4440128071265,0,1831.465328379605,0,0,0,0,0,0,0,0,0,0
1790.648939046854,0,1904.6384205657862,0,0,0,0,0,0,0,0,0,0
1884.8865079922978,0,1914.7209145067172,0,0,0,0,0,0,0,0,0,0
1170.363368838641,0,2067.0948481138844,0,0,0,0,0,0,0,0,0,0
969.1021280796434,0,853.4805150793013,0,0,0,0,0,0,0,0,0,0
790.7939991281031,0,58.99084162403241,0,0,0,0,0,0,0,0,0,0
861.199136676852,0,1062.7317883426147,0,0,0,0,0,0,0,0,0,0
691.603689156253,0,39.268535894606515,0,0,0,0,0,0,0,0,0,0
670.1047874604635,0,301.59959287990665,0,0,0,0,0,0,0,0,0,0
513.0997030841962,0,23.339102879825223,0,0,0,0,0,0,0,0,0,0
558.598014439,0,675.1938727360614,0,0,0,0,0,0,0,0,0,0
423.2487075961657,0,6.8456358766710865,0,0,0,0,0,0,0,0,0,0
557.1891906300007,0,426.22554784747086,0,0,0,0,0,0,0,0,0,0
423.2487075961657,0,0.0,0,0,0,0,0,0,0,0,0,0
555.537667144751,0,951.8464230726435,0,0,0,0,0,0,0,0,0,0
733.6444778781575,0,1035.7147835649828,0,0,0,0,0,0,0,0,0,0
734.0006118061829,0,1057.411794403673,0,0,0,0,0,0,0,0,0,0
875.0978558519122,0,744.9922535696954,0,0,0,0,0,0,0,0,0,0
794.2534293407538,0,3158.5824628507203,0,0,0,0,0,0,0,0,0,0
792.5973343338377,0,2579.422645179999,0,0,0,0,0,0,0,0,0,0
791.0967575891501,0,1928.1817923140532,0,0,0,0,0,0,0,0,0,0
823.398431016373,0,1960.7368165504092,0,0,0,0,0,0,0,0,0,0
642.3789367672227,0,938.5212100949569,0,0,0,0,0,0,0,0,0,0
458.2472094748192,0,67.45941741418244,0,0,0,0,0,0,0,0,0,0
648.0256202574113,0,1024.5609156890105,0,0,0,0,0,0,0,0,0,0
458.2472094748192,0,49.90396039634999,0,0,0,0,0,0,0,0,0,0
655.3071712065297,0,1052.7051903519498,0,0,0,0,0,0,0,0,0,0
429.791414271024,0,37.88073665000467,0,0,0,0,0,0,0,0,0,0
587.9779539645277,0,439.84900856099125,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
556.2390338034903,0,775.1908579192881,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
547.0134695937868,0,1067.9031718532312,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
536.8827074475992,0,957.3053153124878,0,0,0,0,0,0,0,0,0,0
423.2487075961657,0,0.0,0,0,0,0,0,0,0,0,0,0
531.348915586768,0,1005.2943854970047,0,0,0,0,0,0,0,0,0,0
423.2487075961657,0,6.845616110985192,0,0,0,0,0,0,0,0,0,0
497.00843031236576,0,1015.9634442452478,0,0,0,0,0,0,0,0,0,0
435.1361160418782,0,0.0,0,0,0,0,0,0,0,0,0,0
498.9607453712015,0,1054.3524049423213,0,0,0,0,0,0,0,0,0,0
429.791414271024,0,22.995203346694446,0,0,0,0,0,0,0,0,0,0
332.97170356390757,0,1088.8489445602684,0,0,0,0,0,0,0,0,0,0
305.5153466506703,0,23.02923722955757,0,0,0,0,0,0,0,0,0,0
444.3542000713429,0,1224.2087190268696,0,0,0,0,0,0,0,0,0,0
305.5153466506703,0,31.507670226771232,0,0,0,0,0,0,0,0,0,0
445.3786223901407,0,1297.6085553817884,0,0,0,0,0,0,0,0,0,0
305.5153466506703,0,40.990991736902494,0,0,0,0,0,0,0,0,0,0
445.71667249706206,0,1330.6982737130402,0,0,0,0,0,0,0,0,0,0
305.5153466506703,0,23.03216105946156,0,0,0,0,0,0,0,0,0,0
455.13701798603773,0,1457.702163377262,0,0,0,0,0,0,0,0,0,0
441.67882271673653,0,30.707099140082168,0,0,0,0,0,0,0,0,0,0
604.4903646632965,0,1518.9591895245571,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
604.369793791761,0,1640.7335202808367,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
603.3342152362235,0,1719.1786145259825,0,0,0,0,0,0,0,0,0,0
429.73979326865174,0,0.0,0,0,0,0,0,0,0,0,0,0
681.0079492781065,0,1587.6645259858603,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
681.0577539344097,0,1661.5443912953535,0,0,0,0,0,0,0,0,0,0
506.5569964093379,0,0.0,0,0,0,0,0,0,0,0,0,0
680.3927465102661,0,1670.3271570104946,0,0,0,0,0,0,0,0,0,0
852.3689874933012,0,1217.3255569880052,0,0,0,0,0,0,0,0,0,0
826.3607495430456,0,2533.2824714890394,0,0,0,0,0,0,0,0,0,0
946.7599715837044,0,4405.905184477053,0,0,0,0,0,0,0,0,0,0
1793.6786496634975,0,3250.161700069887,0,0,0,0,0,0,0,0,0,0
1793.1042158504372,0,3044.9906511662525,0,0,0,0,0,0,0,0,0,0
1792.382331736813,0,2758.3982250924564,0,0,0,0,0,0,0,0,0,0
1858.6566599998555,0,2532.374234752033,0,0,0,0,0,0,0,0,0,0
1775.2736282367928,0,2637.119802609285,0,0,0,0,0,0,0,0,0,0
1791.38694637971,0,2366.6513846405205,0,0,0,0,0,0,0,0,0,0
1791.456993330222,0,2292.505949026291,0,0,0,0,0,0,0,0,0,0
